Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),NO2_NO_ratio,VOC_NOx_ratio,hour_sin,hour_cos,month_sin,month_cos,Wind_U,Wind_V,Ozone_Baseline,Ozone_Anomaly
2021-02-22 04:00:00,237.0,371.0,18.12,60.25,46.8,43.88,17.18,3.5,12.0,4.53,10.8,14.5,80.88,0.32,33.5,0.0,7.95,735.97,-0.0010546004127030845,3.1511506276150625,0.3207112970711298,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.1766198352998586,-0.2668434630614938,45.62974052815873,-33.62974052815873
2021-02-22 05:00:00,253.75,384.25,5.45,52.4,32.33,36.67,19.05,3.22,12.08,3.92,8.1,14.15,78.6,0.3,48.75,0.0,8.1,735.79,-0.0016427214323100079,8.124031007751938,0.36063606360636064,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,-0.22555194224369318,-0.19780374453002067,45.615087750380944,-33.535087750380946
2021-02-22 06:00:00,172.25,271.0,5.88,52.32,32.6,33.7,21.2,3.3,12.25,4.02,7.08,14.25,75.4,0.4,45.75,0.0,8.32,736.07,-0.00027706673073941854,7.604651162790698,0.33035714285714285,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.28652077736986165,-0.2791161839366721,45.60197663926984,-33.35197663926984
2021-02-22 07:00:00,168.75,,20.23,58.4,47.55,38.17,31.15,3.6,9.93,4.47,6.0,14.35,72.7,0.35,48.25,0.0,21.92,735.86,0.00046373154997199367,2.7508243052284502,0.215653964984552,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,-0.2611200812715948,-0.23305858310029198,45.58558775038095,-35.65558775038095
2021-02-22 08:00:00,191.5,,17.95,59.82,46.42,33.18,34.28,3.68,14.18,4.8,6.6,16.23,67.23,0.7,48.0,0.0,73.43,735.81,0.0034973145638999685,3.1567282321899737,0.2404048924504428,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,-0.5202013778341759,-0.46839142445120074,45.569546083714286,-31.389546083714286
2021-02-22 09:00:00,134.5,,10.22,62.12,41.38,31.88,34.8,3.6,35.28,4.0,5.8,19.08,61.4,0.95,56.5,0.0,156.1,735.84,0.0068441245609954515,5.536541889483066,0.23124115148655025,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,-0.7921915309638097,-0.5243401360464554,45.5496571948254,-10.269657194825399
2021-02-22 10:00:00,125.25,,5.1,48.55,30.02,31.3,28.12,3.45,60.78,3.98,5.88,21.7,56.85,0.92,58.75,0.0,186.85,735.73,0.009517658505087536,7.959016393442623,0.31785944551901996,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.7865189210191109,-0.47727139750767983,45.56067108371428,15.219328916285718
2021-02-22 11:00:00,116.75,,5.15,39.48,25.17,30.65,23.48,3.3,92.22,4.85,6.22,24.18,52.38,1.25,62.25,0.0,361.65,735.49,0.009189606420488538,6.419512195121951,0.42300343905235,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,-1.1062345468288022,-0.5820181504063894,45.59869886149207,46.62130113850793
2021-02-22 12:00:00,137.75,,3.4,37.67,22.82,33.88,35.05,3.35,108.2324999999997,5.38,8.23,26.4,49.42,1.05,54.5,0.0,368.65,735.69,0.011117502984941637,8.561363636363636,0.5713685978169605,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,-0.8548212942741351,-0.6097381034964869,45.67333775038095,62.55916224961875
2021-02-22 13:00:00,138.25,,3.0,40.1,23.78,30.18,32.7,3.22,108.2324999999997,7.43,13.65,28.35,41.28,1.1,68.75,0.0,372.4,735.66,0.012608253408179632,10.025,0.850686037126715,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,-1.0252086562110783,-0.3986818421120719,45.750716222603174,62.48178377739653
2021-02-22 14:00:00,94.75,,3.8,37.58,23.08,28.75,22.35,3.05,108.2324999999997,12.25,15.6,28.98,37.75,1.5,72.5,0.0,303.15,735.77,0.014211647509578545,7.829166666666667,1.15656146179402,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,-1.4305754261223402,-0.45105869925640996,45.799233583714276,62.43326641628543
